,Statement,Link,Date,Source,Label
484,Says he “fully funded Missouri K-12 education for the first time in state history.”,https://www.politifact.com/factchecks/2020/oct/16/caleb-rowden/rowden-did-not-fully-fund-k-12-education-first-tim/,"ober 16, 2020",Caleb Rowden,false
485,"Says Kanye West got 40,000 votes in the presidential election in Kentucky.",https://www.politifact.com/factchecks/2020/oct/16/instagram-posts/kanye-west-wing-no-those-kentucky-election-tallies/,"ober 16, 2020",Instagram posts,false
486,"Says Debbie Mucarsel-Powell's family received $700,000 from the firm of ""violent warlord Ihor Kolomoisky,"" who is compared to Fidel Castro and Nicolás Maduro.",https://www.politifact.com/factchecks/2020/oct/16/congressional-leadership-fund/ukrainians-firm-paid-rep-mucarsel-powells-husband-/,"ober 16, 2020",Congressional Leadership Fund,half-true
487,“Jaime Harrison is being left off of South Carolina ballots”,https://www.politifact.com/factchecks/2020/oct/16/facebook-posts/no-proof-jaime-harrison-was-left-touch-screen-mach/,"ober 16, 2020",Facebook posts,false
488,"""We're No. 46 out of 50 states... we're 46th in terms of percentage of deaths in nursing homes.""",https://www.politifact.com/factchecks/2020/oct/16/andrew-cuomo/cuomos-claim-nursing-home-deaths-not-whole-story/,"ober 16, 2020",Andrew Cuomo,barely-true
489,Says Joe Biden calls Donald Trump’s supporters the dregs of society.,https://www.politifact.com/factchecks/2020/oct/16/viral-image/no-biden-didnt-call-trump-supporters-dregs-society/,"ober 16, 2020",Viral image,false
490,Says Joe Biden’s “capital gains tax means that when you sell your home you’ll owe taxes of 40% of your profit!”,https://www.politifact.com/factchecks/2020/oct/16/facebook-posts/bidens-tax-plan-would-not-impose-40-capital-gains-/,"ober 16, 2020",Facebook posts,barely-true
491,"CNN reported, “Due to COVID-19, President Donald Trump passes away at 74.”",https://www.politifact.com/factchecks/2020/oct/16/viral-image/no-donald-trump-didnt-die-covid-19/,"ober 16, 2020",Viral image,pants-fire
492,“Hoadley called women ‘breeders.’... wanted to learn about crystal meth and wrote that his sexual partners were his victims. Hoadley even wrote about a four year-old wearing a thong.”,https://www.politifact.com/factchecks/2020/oct/16/congressional-leadership-fund/republican-super-pac-misleads-hoadleys-blog-posts-/,"ober 16, 2020",Congressional Leadership Fund,barely-true
493,"Changes to DACA during his administration are ""because of the pandemic.""",https://www.politifact.com/factchecks/2020/oct/16/donald-trump/donald-trumps-false-claim-daca-changes-because-pan/,"ober 15, 2020",Donald Trump,false
494,"""They eliminated the funding for community policing.""",https://www.politifact.com/factchecks/2020/oct/16/joe-biden/joe-biden-wrong-say-cops-funding-has-been-eliminat/,"ober 15, 2020",Joe Biden,false
495,"According to a recent CDC report, ""almost everyone — 85% — who got the coronavirus in July was wearing a mask, and they were infected anyway. So clearly (wearing a mask) doesn’t work the way they tell us it works.”",https://www.politifact.com/factchecks/2020/oct/15/tucker-carlson/tucker-carlson-distorts-new-cdc-report-makes-false/,"ober 15, 2020",Tucker Carlson,false
496,"Georgia has “almost 100,000 more (COVID-19) cases, almost twice as many deaths and almost 600 more nursing home deaths than North Carolina.”",https://www.politifact.com/factchecks/2020/oct/15/roy-cooper/roy-cooper-compares-georgias-covid-19-numbers-nort/,"ober 15, 2020",Roy Cooper,true
497,"Says Amy Coney Barrett said ""calling a Black employee the N-word does not make for a hostile work environment.""",https://www.politifact.com/factchecks/2020/oct/15/facebook-posts/act-checking-claim-amy-coney-barrett-and-racial-sl/,"ober 15, 2020",Facebook posts,half-true
498,“The World Health Organization just admitted that I was right. Lockdowns are killing countries all over the world. The cure cannot be worse than the problem itself.”,https://www.politifact.com/factchecks/2020/oct/15/donald-trump/who-didnt-change-its-stance-lockdowns-didnt-admit-/,"ober 15, 2020",Donald Trump,false
499,"Says Steve Bullock “failed to act” when his “most senior political aide was caught sexually harassing women. Bullock knew about the harassment but said nothing, remaining silent when the aide took another job where he harassed women again.”",https://www.politifact.com/factchecks/2020/oct/15/national-republican-senatorial-committee/gop-group-says-steve-bullock-failed-act-after-aide/,"ober 15, 2020",National Republican Senatorial Committee,half-true
500,“BREAKING NEWS: All Charges Dropped for Kyle Rittenhouse.”,https://www.politifact.com/factchecks/2020/oct/15/facebook-posts/no-its-not-true-all-charges-have-been-dropped-agai/,"ober 15, 2020",Facebook posts,false
501,A fly landed on Amy Coney Barrett’s shoulder during day one of the confirmation hearings,https://www.politifact.com/factchecks/2020/oct/15/viral-image/no-fly-didnt-land-amy-coney-barretts-shoulder-duri/,"ober 15, 2020",Viral image,false
502,“West Virginia has one of the greatest percentages of veterans in any state.”,https://www.politifact.com/factchecks/2020/oct/15/jim-justice/fact-checking-jim-justice-west-virginias-veteran-p/,"ober 15, 2020",Jim Justice,true
503,"""Nearly 800 million opioid pills were shipped to WV, amounting to 433 pills for every man, woman, and child in the state.”",https://www.politifact.com/factchecks/2020/oct/15/david-mckinley/how-many-opioid-pills-were-shipped-west-virginia/,"ober 15, 2020",David McKinley,mostly-true
504,Says Joe Biden is a socialist.,https://www.politifact.com/factchecks/2020/oct/15/donald-trump/trumps-false-claim-biden-socialist/,"ober 15, 2020",Donald Trump,false
505,"In May, Wisconsin had its own test of mask effectiveness, when ""we went from masks, to no masks, and there (was) no significant difference in cases.""",https://www.politifact.com/factchecks/2020/oct/15/chris-kapanga/claim-there-was-mask-requirement-wisconsin-may-not/,"ober 15, 2020",Chris Kapenga,false
506,"Says Joe Biden and Barack Obama “directly participated in a plot to have #SealTeam6 MURDERED, then arranged a massive cash deal as part of a cover up.”",https://www.politifact.com/factchecks/2020/oct/14/tweets/trump-retweets-benghazi-conspiracy-theory-falsely-/,"ober 14, 2020",Tweets,pants-fire
507,Says Democratic senators were missing “masks” as they huddled close together at the Judiciary Committee hearing for Amy Coney Barrett.,https://www.politifact.com/factchecks/2020/oct/14/john-cornyn/photo-democratic-senators-huddling-without-masks-2/,"ober 14, 2020",John Cornyn,false
508,“We’re putting our great coal miners back to work.”,https://www.politifact.com/factchecks/2020/oct/14/donald-trump/fact-checking-trumps-claim-pa-hes-putting-our-grea/,"ober 14, 2020",Donald Trump,barely-true
509,"Says Nicole Galloway's campaign “is being bankrolled by the same extremists who want to defund our police.""",https://www.politifact.com/factchecks/2020/oct/14/uniting-missouri-pac/checking-ads-say-galloways-campaign-being-funded-g/,"ober 14, 2020",Uniting Missouri PAC,false
510,Says Martha McSally “voted to take away money from Fort Huachuca to pay for the border wall.”,https://www.politifact.com/factchecks/2020/oct/14/mark-kelly/kellys-claim-mcsally-voted-take-money-az-military-/,"ober 14, 2020",Mark Kelly,half-true
511,"Says Doug Jones ""has voted to spend our tax dollars on late-term abortions"" and ""supports abortion up until birth.""",https://www.politifact.com/factchecks/2020/oct/14/tommy-tuberville/tommy-tuberville-wrong-twice-attack-alabama-sen-do/,"ober 14, 2020",Tommy Tuberville,false
512,"Says Joe Biden said, “You know, we have to come together. That’s why I’m running. I’m running as a proud Democrat for the Senate. So vote! Vote!”",https://www.politifact.com/factchecks/2020/oct/14/facebook-posts/facebook-video-edits-joe-bidens-comments-running-s/,"ober 14, 2020",Facebook posts,barely-true
513,"No one under 20 has died of COVID-19, and ""it has not actually been determined yet"" that anyone under 20 can spread it to an older person",https://www.politifact.com/factchecks/2020/oct/14/van-wanggaard/wisconsin-senator-base-claim-its-unknown-whether-y/,"ober 14, 2020",Van Wanggaard,barely-true
514,"“With regard to hurricanes, the National Oceanic (and Atmospheric) Administration tells us that actually, as difficult as they are, there are no more hurricanes today than there were 100 years ago.”",https://www.politifact.com/factchecks/2020/oct/14/mike-pence/fact-checking-mike-pences-historical-hurricane-cla/,"ober 14, 2020",Mike Pence,half-true
515,"“Your ballot could be disqualified if it is written on” in Haltom City, Tex.",https://www.politifact.com/factchecks/2020/oct/13/viral-image/dont-worry-about-texas-poll-workers-writing-your-b/,"ober 13, 2020",Viral image,false
516,Says Amy Coney Barrett said that breastfeeding babies is child molestation.,https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/no-amy-coney-barrett-didnt-say-about-breastfeeding/,"ober 13, 2020",Facebook posts,pants-fire
517,"""Biden's plan is a 14% tax hike on middle class families.""",https://www.politifact.com/factchecks/2020/oct/13/donald-trump/donald-trump-ad-accuses-joe-biden-phantom-14-tax-h/,"ober 13, 2020",Donald Trump,false
518,"“The reality is when you look at the Biden plan, it reads an awful lot like what President Trump and I and our task force have been doing every step of the way.”",https://www.politifact.com/factchecks/2020/oct/13/mike-pence/pence-said-biden-copied-trumps-pandemic-response-p/,"ober 13, 2020",Mike Pence,pants-fire
519,"Says Donald Trump said he nominated Amy Coney Barrett to the Supreme Court because she “is much, much better looking than the women we have had.”",https://www.politifact.com/factchecks/2020/oct/13/viral-image/no-trump-didnt-say-he-nominated-amy-coney-barrett-/,"ober 13, 2020",Viral image,pants-fire
520,“CDC just cancelled Halloween for kids.”,https://www.politifact.com/factchecks/2020/oct/13/viral-image/cdc-hasnt-canceled-halloween-it-has-advice-how-cel/,"ober 13, 2020",Viral image,false
521,Says Joe Biden took a knee during the national anthem.,https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/no-joe-biden-didnt-take-knee-during-national-anthe/,"ober 13, 2020",Facebook posts,false
522,"A CDC report found that “people who wear masks, are actually ‘collecting’ the virus in their masks.”",https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/masks-dont-collect-coronavirus/,"ober 13, 2020",Facebook posts,pants-fire
523,Says Joe Biden called for a jihad in a video.,https://www.politifact.com/factchecks/2020/oct/13/gateway-pundit/no-us-government-didnt-promote-video-joe-biden-cal/,"ober 13, 2020",The Gateway Pundit,false
524,“Jeffrey Epstein found living in New Mexico!”,https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/no-epstein-isnt-hiding-out-new-mexico/,"ober 13, 2020",Facebook posts,pants-fire
525,"Senate Republicans' move to confirm Judge Amy Coney Barrett to the Supreme Court in an election year is ""not constitutional.""",https://www.politifact.com/factchecks/2020/oct/13/joe-biden/fact-check-bidens-misleading-claim-senate-gops-sup/,"ober 13, 2020",Joe Biden,false
526,"Says Kamala Harris said, “American churches are PROPAGANDA CENTERS for intolerant homophobic, xenophobic vitriol.""",https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/no-kamala-harris-didnt-say-about-churches/,"ober 13, 2020",Facebook posts,false
527,“Kamala Harris Tried to Put Pro-Lifers in Jail Who Exposed Planned Parenthood Selling Baby Parts”,https://www.politifact.com/factchecks/2020/oct/13/facebook-posts/social-media-posts-push-false-claims-about-kamala-/,"ober 13, 2020",Facebook posts,false
528,“ABC News has confirmed that attendees to Trump WH Rally were paid. $150. ea and had to sign an NDA.”,https://www.politifact.com/factchecks/2020/oct/12/facebook-posts/social-media-posts-misconstrue-abc-news-story-abou/,"ober 12, 2020",Facebook posts,false
529,"Image quotes Sen. Ted Cruz as saying, “In the last election, 54 million evangelical Christians stayed home. If Christians will simply show up and vote our values, we’ll turn this country around.”",https://www.politifact.com/factchecks/2020/oct/12/viral-image/outdated-quote-ted-cruz-misleads-evangelical-voter/,"ober 12, 2020",Viral image,half-true
530,No one showed up for this Joe Biden and Kamala Harris joint campaign event in Arizona.,https://www.politifact.com/factchecks/2020/oct/12/facebook-posts/biden-harris-arizona-event-had-no-fanfare-because-/,"ober 12, 2020",Facebook posts,barely-true
531,Says Joe Cunningham voted for $5 million in taxpayer funds to go into his and other politicians’ campaigns to pay for personal expenses and TV ads.,https://www.politifact.com/factchecks/2020/oct/12/nancy-mace/sc-rep-cunningham-did-not-vote-5m-tax-funds-go-cam/,"ober 12, 2020",Nancy Mace,half-true
532,"Says “Lucy McBath voted to release criminals from prison. Murderers, rapists.”",https://www.politifact.com/factchecks/2020/oct/12/national-republican-congressional-committee/lucy-mcbath-didnt-vote-release-murderers-rapists-p/,"ober 12, 2020",National Republican Congressional Committee,false
533,Video from 2019 shows Kamala Harris “caught in a major lie” about fracking during the 2020 vice presidential debate.,https://www.politifact.com/factchecks/2020/oct/12/blog-posting/no-video-harris-2019-doesnt-prove-she-lied-about-f/,"ober 12, 2020",Bloggers,barely-true
534,"Says Kamala Harris said, “The American people aren’t equipped to make these decisions for themselves.”",https://www.politifact.com/factchecks/2020/oct/12/viral-image/no-harris-didnt-say-americans-arent-equipped-make-/,"ober 12, 2020",Viral image,false
535,"“All the billionaires in America, their net worth combined … has increased by $800 billion” during the pandemic.",https://www.politifact.com/factchecks/2020/oct/12/joe-biden/biden-says-billionaires-gained-800-billion-study-l/,"ober 12, 2020",Joe Biden,mostly-true
536,"During the debate, Kamala Harris said, “that’s a great segway to the next question,” suggesting she knew the next question.",https://www.politifact.com/factchecks/2020/oct/12/facebook-posts/facebook-post-misattributes-debate-remarks-kamala-/,"ober 12, 2020",Facebook posts,barely-true
537,Image shows Nancy Pelosi drunk and being kissed by President Barack Obama.,https://www.politifact.com/factchecks/2020/oct/12/facebook-posts/no-photo-does-not-show-nancy-pelosi-inebriated-eit/,"ober 12, 2020",Facebook posts,false
538,"Says Dr. Anthony Fauci said of Trump’s pandemic response, “I can’t imagine that … anybody could be doing more.”",https://www.politifact.com/factchecks/2020/oct/11/donald-trump/trump-ad-takes-fauci-out-context/,"ober 11, 2020",Donald Trump,barely-true
539,Says U.S. Rep. Lauren Underwood described riots as “beautiful protests.”,https://www.politifact.com/factchecks/2020/oct/11/jim-oberweis/no-underwood-did-not-call-riots-beautiful/,"ober 11, 2020",Jim Oberweis,false
540,"""If Biden becomes president and cannot complete his term, Harris will become president, and Pelosi will become vice president.""",https://www.politifact.com/factchecks/2020/oct/11/facebook-posts/if-president-biden-left-office-nancy-pelosi-would-/,"ober 10, 2020",Facebook posts,false
541,"Says Thom Tillis voted “against a pay raise for a military, while voting for a pay raise for himself.”",https://www.politifact.com/factchecks/2020/oct/10/votevetsorg/no-tillis-didnt-oppose-military-raises-or-boost-hi/,"tober 9, 2020",VoteVets.org,barely-true
542,"During the debate, Kamala Harris said President Donald Trump “did not appoint minorities to the courts.”",https://www.politifact.com/factchecks/2020/oct/09/republican-party-florida/florida-gop-twists-debate-remarks-harris-trump-and/,"tober 9, 2020",Republican Party of Florida,false
543,The Commission on Presidential Debates wrote a letter after the 2016 presidential debates apologizing to Donald Trump.,https://www.politifact.com/factchecks/2020/oct/09/donald-trump/trump-makes-unfounded-claim-2016-debate-commission/,"tober 9, 2020",Donald Trump,false
544,Twitter removed this tweet from Donald Trump: “My blood IS the vaccine!!!!!”,https://www.politifact.com/factchecks/2020/oct/09/viral-image/no-trump-didnt-tweet-his-blood-vaccine/,"tober 9, 2020",Viral image,pants-fire
545,"When Sara Gideon “knew the truth about” sexual allegations against a state lawmaker, “she could have called for an immediate investigation, but didn’t…Gideon knew for months, using her power to cover up.”",https://www.politifact.com/factchecks/2020/oct/09/national-republican-senatorial-committee/no-evidence-maine-senate-candidate-sara-gideon-use/,"tober 9, 2020",National Republican Senatorial Committee,barely-true
546,Says “Property crime rising in Austin. This is the kind of thing that happens when cities defund and deemphasize police. Residents are left to fend for themselves.”,https://www.politifact.com/factchecks/2020/oct/09/greg-abbott/examining-austins-property-crime-trends/,"tober 9, 2020",Greg Abbott,barely-true
547,"Says that Nikita Khrushchev said, “Your children's children will live under communism. You Americans are so gullible. No, you won't accept communism outright; but, we will keep feeding you small doses of socialism until you will finally wake up and find you already have Communism.”",https://www.politifact.com/factchecks/2020/oct/09/nikki-haley/no-khrushchev-didnt-say-about-americans-60-years-a/,"tober 9, 2020",Nikki Haley,false
548,"An appellate court found Kamala Harris and police “took part in framing and prosecuting a man” for a murder he didn’t commit, paying a key witness $60,000 in relocation benefits for testifying against him.",https://www.politifact.com/factchecks/2020/oct/09/viral-image/harris-didnt-frame-and-prosecute-man-murder/,"tober 9, 2020",Viral image,half-true
549,"Says the U.S. House’s COVID-19 relief bill, advanced by Democrats, “strips states of their right to administer elections.”",https://www.politifact.com/factchecks/2020/oct/09/glenn-grothman/us-rep-grothman-base-claim-covid-bill-strips-state/,"tober 9, 2020",Glenn Grothman,false
550,Says ballots in Wisconsin “are being dumped in rivers” or creeks.,https://www.politifact.com/factchecks/2020/oct/09/donald-trump/trump-whiffs-describing-wisconsin-ballot-case/,"tober 9, 2020",Donald Trump,false
551,Says Joe Biden and Kamala Harris support abortion “up to the moment of birth.”,https://www.politifact.com/factchecks/2020/oct/09/mike-pence/fact-checking-pences-claim-democrats-and-abortion-/,"tober 9, 2020",Mike Pence,false
552,"As vice president, Kamala Harris would “defund, dismantle, and dissolve police departments.”",https://www.politifact.com/factchecks/2020/oct/08/mike-pence/ad-watch-kamala-harris-doesnt-want-defund-dismantl/,"tober 8, 2020",Mike Pence,false
553,"“Shredded Pennsylvania Mail in ballot Applications were discovered in a trailer.
The applications were for @realDonaldTrump.”",https://www.politifact.com/factchecks/2020/oct/08/blog-posting/social-posters-spread-election-misinformation-abou/,"tober 8, 2020",Bloggers,false
554,Says Joe Biden is proposing a tax increase that’s “the largest in American history.”,https://www.politifact.com/factchecks/2020/oct/08/preserve-america-pac/bidens-tax-proposal-isnt-largest-american-history/,"tober 8, 2020",Preserve America PAC,false
555,"“You were going to cut schools, when you were going to cut teachers and educators in our schools.”",https://www.politifact.com/factchecks/2020/oct/08/david-zuckerman/did-scott-really-propose-cut-schools-zuckerman-cla/,"tober 8, 2020",David Zuckerman,mostly-true
556,"Says Joe Biden’s website shows that he supports the Green New Deal, despite denials in debate.",https://www.politifact.com/factchecks/2020/oct/08/tiktok-posts/says-joe-bidens-website-shows-he-supports-green-ne/,"tober 8, 2020",TikTok posts,half-true
557,An impersonator in a Joe Biden mask gave an interview as Joe Biden.,https://www.politifact.com/factchecks/2020/oct/08/viral-image/viewers-mistake-shadow-bidens-neck-mask/,"tober 8, 2020",Viral image,pants-fire
558,Says Sen. Gary Peters “downplayed the pandemic” and “failed to act.”,https://www.politifact.com/factchecks/2020/oct/08/john-james/james-ad-peters-coronavirus-response-misleading/,"tober 8, 2020",John James,false
559,"Eric Esshaki “would allow insurance companies to kick people with a preexisting condition off their plans in the middle of a pandemic, including over 100,000 Michiganders who have survived COVID-19.”",https://www.politifact.com/factchecks/2020/oct/08/haley-stevens/haley-stevens-ad-gets-details-aca-repeal-wrong/,"tober 7, 2020",Haley Stevens,barely-true
560,"""Dems want to shut your churches down, permanently. Hope you see what is happening.""",https://www.politifact.com/factchecks/2020/oct/08/donald-trump/trump-falsely-claims-democrats-want-shut-your-chur/,"tober 7, 2020",Donald Trump,pants-fire
561,"“South Dakota, Idaho, Florida, Tennessee & Georgia are now mask FREE!”",https://www.politifact.com/factchecks/2020/oct/08/facebook-posts/no-these-5-states-arent-mask-free-there-are-local-/,"tober 7, 2020",Facebook posts,barely-true
562,“Chris Christie is in ICU and reported to be put on a ventilator.”,https://www.politifact.com/factchecks/2020/oct/07/viral-image/no-evidence-chris-christie-ventilator-icu/,"tober 7, 2020",Viral image,false
563,"“Hillsboro school district has already placed Antifa, BLM in their curriculum as Justice Fighters. Fourth grade.”",https://www.politifact.com/factchecks/2020/oct/07/facebook-posts/no-fourth-graders-hillsboro-ore-arent-learning-abo/,"tober 7, 2020",Facebook posts,false
564,“The Rock has lost 48 million followers on his IG and YouTube after coming out for Biden.”,https://www.politifact.com/factchecks/2020/oct/07/facebook-posts/no-rock-didnt-lose-millions-followers-after-public/,"tober 7, 2020",Facebook posts,false
565,Hacked emails “revealed that Hillary Clinton & pals are involved in sex trafficking children.”,https://www.politifact.com/factchecks/2020/oct/07/facebook-posts/four-years-later-theres-still-no-evidence-support-/,"tober 7, 2020",Facebook posts,pants-fire
566,“Wisconsin Republicans have not passed a single bill in 6 months.”,https://www.politifact.com/factchecks/2020/oct/07/facebook-posts/yes-wisconsin-legislators-havent-passed-bill-6-mon/,"tober 7, 2020",Facebook posts,true
567,"Says Joe Biden said 14,000 people died from H1N1. “Fact checking it is 574,000.”",https://www.politifact.com/factchecks/2020/oct/07/facebook-posts/no-h1n1-didnt-kill-574000-americans/,"tober 7, 2020",Facebook posts,pants-fire
568,Says Kamala Harris said there will be “a federal tax on your home for reparations.”,https://www.politifact.com/factchecks/2020/oct/07/facebook-posts/no-evidence-kamala-harris-backs-tax-pay-slavery-re/,"tober 7, 2020",Facebook posts,false
569,“NYT is correcting their lies..Trump paid $1M in 2016 & $3.8M in 2017-18..THEY LIED..AGAIN. INFO ON TWITTER THIS AM.”,https://www.politifact.com/factchecks/2020/oct/07/facebook-posts/no-evidence-claims-trump-paid-millions-taxes-recen/,"tober 7, 2020",Facebook posts,false
570,"Says Donald Trump said, “The doctors said they’ve never seen a body kill the coronavirus like my body. They tested my DNA and it wasn’t DNA. It was USA.”",https://www.politifact.com/factchecks/2020/oct/07/viral-image/trump-was-triumphant-after-leaving-hospital-he-did/,"tober 7, 2020",Viral image,pants-fire
571,Says Chris Christie told Donald Trump to interrupt Joe Biden during the debate because “people who overcome stuttering have a harder time maintaining their train of thought when interrupted. Keep interrupting him and he’ll stumble when he tries to speak. This will enforce the ‘senile’ narrative.”,https://www.politifact.com/factchecks/2020/oct/07/facebook-posts/no-evidence-christie-told-trump-exploit-bidens-stu/,"tober 7, 2020",Facebook posts,false
572,"“Many people every year, sometimes over 100,000, and despite the vaccine, die from the flu … we are learning to live with Covid, in most populations far less lethal.""",https://www.politifact.com/factchecks/2020/oct/06/donald-trump/donald-trumps-false-claim-covid-19-less-deadly-flu/,"tober 6, 2020",Donald Trump,false
573,“All Missouri’s high-risk areas have mask mandates in place.”,https://www.politifact.com/factchecks/2020/oct/06/mike-parson/most-high-risk-counties-missouri-dont-have-mask-ma/,"tober 6, 2020",Mike Parson,false
574,"During the Obama/Biden administration “18,000 people got clemency.”",https://www.politifact.com/factchecks/2020/oct/06/joe-biden/biden-inflated-number-clemency-actions-obama/,"tober 6, 2020",Joe Biden,false
575,The president's own FBI director said that the greatest domestic terrorist threat is white supremacists.,https://www.politifact.com/factchecks/2020/oct/06/joe-biden/fbi-director-warned-about-white-supremacist-violen/,"tober 6, 2020",Joe Biden,true
576,"Says he ""fights for everyone with a preexisting condition.”",https://www.politifact.com/factchecks/2020/oct/06/matthew-rosendale/fighting-patient-protections-while-attacking-aca-h/,"tober 6, 2020",Matthew Rosendale,barely-true
577,"Says “John James opposes abortion, even refusing to make an exception when a woman’s life is at risk” and “wants to make it a felony even in cases of rape and incest.”",https://www.politifact.com/factchecks/2020/oct/06/gary-peters/fact-checking-gary-peters-ad-james-abortion-stance/,"tober 6, 2020",Gary Peters,half-true
578,"Says Tommy Tuberville ""quit on his players"" all four times that he was a college football coach.",https://www.politifact.com/factchecks/2020/oct/06/doug-jones/claim-ex-coach-tommy-tuberville-quit-his-players-e/,"tober 6, 2020",Doug Jones,half-true
579,“AARP endorses Biden and gives financial support to Planned Parenthood.”,https://www.politifact.com/factchecks/2020/oct/06/facebook-posts/aarp-didnt-endorse-biden-donate-planned-parenthood/,"tober 6, 2020",Facebook posts,false
580,“I brought back Big Ten football.”,https://www.politifact.com/factchecks/2020/oct/06/donald-trump/big-ten-leaders-say-testing-and-medical-advice-bro/,"tober 6, 2020",Donald Trump,barely-true
581,“The leader of Proud Boys is the Florida state director of Latinos for Trump.”,https://www.politifact.com/factchecks/2020/oct/06/viral-image/proud-boys-leader-who-helps-run-latinos-trump-grou/,"tober 6, 2020",Viral image,half-true
582,Says Sri Kulkarni attended “notorious desert drug parties” and was arrested for cocaine.,https://www.politifact.com/factchecks/2020/oct/06/congressional-leadership-fund/does-sri-kulkarni-attend-notorious-desert-drug-par/,"tober 6, 2020",Congressional Leadership Fund,half-true
583,“HOUSE PASSES BILL TO PAY U.N. TO RUN LOCAL POLICE BOARDS IN 46 U.S. CITIES.”,https://www.politifact.com/factchecks/2020/oct/06/facebook-posts/george-floyd-justice-policing-act-about-police-ref/,"tober 6, 2020",Facebook posts,false
584,“The government has released their initial plans to force a vaccine on everyone.”,https://www.politifact.com/factchecks/2020/oct/06/blog-posting/no-government-hasnt-released-plans-force-covid-19-/,"tober 6, 2020",Bloggers,false
585,Says Joe Biden “wants American farmers to put their farmland into Gvt ‘land banks.’ Gvt would then tell farmers what ‘sustainable’ plants they could grow.”,https://www.politifact.com/factchecks/2020/oct/06/facebook-posts/biden-wants-use-land-banks-farmers-and-similar-pro/,"tober 6, 2020",Facebook posts,half-true
586,“Bikers show up to The Walter Reed Hospital to pray for President Trump.”,https://www.politifact.com/factchecks/2020/oct/05/facebook-posts/video-shows-protesters-south-africa-not-bikers-pra/,"tober 5, 2020",Facebook posts,false
587,Says Susan Collins “pushed for policies that benefited her husband’s lobbying business.”,https://www.politifact.com/factchecks/2020/oct/05/sara-gideon/claim-maine-sen-susan-collins-acted-help-her-husba/,"tober 5, 2020",Sara Gideon,barely-true
588,"Says Joe Biden tweeted, “I have consulted with Instagram’s CEO to take the page @electionleaks down. They have supposedly ‘video proof’ of me using a hidden earpiece in tonight’s debate. This is slander, and not true.”",https://www.politifact.com/factchecks/2020/oct/05/instagram-posts/biden-didnt-tweet-or-wear-earpiece-during-debate/,"tober 5, 2020",Instagram posts,pants-fire
589,“President Trump is in great danger. Evidence is mounting that he’s being deliberately killed at Walter Reed Military Hospital.”,https://www.politifact.com/factchecks/2020/oct/05/alex-jones/evidence-not-mounting-doctors-are-trying-kill-trum/,"tober 5, 2020",Alex Jones,pants-fire
590,Nick Freitas “voted to let businesses discriminate and fire expecting mothers for no other reason but their pregnancy. ”,https://www.politifact.com/factchecks/2020/oct/05/united-associations-union-plumbers-and-pipefitters/did-nick-freitas-vote-against-job-protections-preg/,"tober 5, 2020",United Association’s Union Plumbers and Pipefitters Vote! PAC,mostly-true
591,"Approving the constitutional amendment on Illinois' November ballot “would let the politicians immediately implement their plan to increase taxes on small businesses, farmers and large employers.”",https://www.politifact.com/factchecks/2020/oct/04/coalition-stop-proposed-tax-hike-amendment/will-large-and-small-illinois-businesses-pay-more-/,"tober 4, 2020",Coalition to Stop the Proposed Tax Hike Amendment,half-true
592,"Says Donald Trump is not at Walter Reed National Military Medical Center, “he is on AF1.”",https://www.politifact.com/factchecks/2020/oct/04/facebook-posts/qanon-supporters-push-baseless-theory-trump-isnt-h/,"tober 4, 2020",Facebook posts,pants-fire
593,Says Joe Biden stays in his basement.,https://www.politifact.com/factchecks/2020/oct/04/jason-miller/biden-isnt-basement-trump-campaign-keeps-saying-so/,"tober 4, 2020",Jason MIller,false
594,"“That 5% (wealth tax) starts at $159,000 per family.”",https://www.politifact.com/factchecks/2020/oct/04/phil-scott/would-zuckermans-wealth-tax-top-5-impact-middle-cl/,"tober 4, 2020",Phil Scott,true
595,"Says Donald Trump boarded Marine One ""with a portable oxygen concentrator in his pocket with the nasal cannula going up his back, hidden in his hair and tucked under his mask.""",https://www.politifact.com/factchecks/2020/oct/04/facebook-posts/trump-did-not-board-marine-one-portable-oxygen-con/,"tober 4, 2020",Facebook posts,false
596,Says he “strongly supports legalization for Dreamers.”,https://www.politifact.com/factchecks/2020/oct/03/john-cornyn/cornyn-dreamers-record/,"tober 3, 2020",John Cornyn,half-true
597,“Our governor proposed initially a 5% cut across the board of state government.”,https://www.politifact.com/factchecks/2020/oct/03/david-zuckerman/did-governor-really-suggest-5-budget-cut-amid-pand/,"tober 2, 2020",David Zuckerman,barely-true
598,Photo shows Chris Wallace and Jeffrey Epstein on Epstein’s private island.,https://www.politifact.com/factchecks/2020/oct/02/viral-image/no-s-not-epstein-chris-wallace-its-george-clooney/,"tober 2, 2020",Viral image,pants-fire
599,President Barack Obama and Vice President Joe Biden “left me 128 judges to fill. You just don’t do that.”,https://www.politifact.com/factchecks/2020/oct/02/donald-trump/fact-check-why-barack-obama-failed-fill-over-100-j/,"tober 2, 2020",Donald Trump,barely-true
